Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
666,CA-2017-132682,2017-06-08,2017-06-10,Second Class,TH-21235,OFF-SU-10004231,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,3.0,0.2,2.08
667,CA-2017-132682,2017-06-08,2017-06-10,Second Class,TH-21235,OFF-PA-10000474,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,Easy-staple paper,85.06,3.0,0.2,28.71
668,CA-2017-132682,2017-06-08,2017-06-10,Second Class,TH-21235,TEC-PH-10004042,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,381.58,3.0,0.2,28.62
670,US-2017-106663,2017-06-09,2017-06-13,Standard Class,MO-17800,FUR-FU-10002759,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.98,3.0,0.6,-14.39
671,US-2017-106663,2017-06-09,2017-06-13,Standard Class,MO-17800,FUR-TA-10000688,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.93,1.0,0.5,-71.89
672,US-2017-106663,2017-06-09,2017-06-13,Standard Class,MO-17800,OFF-PA-10002377,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",36.35,8.0,0.2,11.36
673,CA-2017-111178,2017-06-15,2017-06-22,Standard Class,TD-20995,OFF-AR-10001954,Tamara Dahlen,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Art,Newell 331,19.56,5.0,0.2,1.71
674,CA-2017-130351,2017-12-05,2017-12-08,First Class,RB-19570,OFF-AP-10004532,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3.0,0.0,16.59
675,CA-2017-130351,2017-12-05,2017-12-08,First Class,RB-19570,OFF-PA-10002137,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",38.90,5.0,0.0,17.51
676,CA-2017-130351,2017-12-05,2017-12-08,First Class,RB-19570,TEC-AC-10003832,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3.0,0.0,40.75
677,US-2017-119438,2017-03-18,2017-03-23,Standard Class,CD-11980,OFF-AP-10000804,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.69,3.0,0.8,-7.39
678,US-2017-119438,2017-03-18,2017-03-23,Standard Class,CD-11980,TEC-AC-10003614,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.82,3.0,0.2,4.52
679,US-2017-119438,2017-03-18,2017-03-23,Standard Class,CD-11980,FUR-FU-10003553,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.52,3.0,0.6,-41.26
680,US-2017-119438,2017-03-18,2017-03-23,Standard Class,CD-11980,OFF-BI-10004632,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.99,3.0,0.8,-320.24
681,CA-2016-164511,2016-11-19,2016-11-24,Standard Class,DJ-13630,OFF-BI-10003305,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,Avery Hanging File Binders,14.35,3.0,0.2,4.66
682,CA-2016-164511,2016-11-19,2016-11-24,Standard Class,DJ-13630,OFF-ST-10002583,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2.0,0.0,2.60
683,CA-2016-164511,2016-11-19,2016-11-24,Standard Class,DJ-13630,OFF-ST-10004507,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,Advantus Rolling Storage Box,68.60,4.0,0.0,18.52
684,US-2017-168116,2017-11-04,2017-11-04,Same Day,GT-14635,TEC-MA-10004125,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,4.0,0.5,-3839.99
685,US-2017-168116,2017-11-04,2017-11-04,Same Day,GT-14635,OFF-AP-10002457,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,2.0,0.2,14.65
689,CA-2017-161480,2017-12-25,2017-12-29,Standard Class,RA-19285,FUR-BO-10004015,Ralph Arnett,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.98,2.0,0.2,4.80
702,CA-2017-114552,2017-09-02,2017-09-08,Standard Class,Dl-13600,FUR-FU-10002960,Dorris liebe,Corporate,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",15.07,3.0,0.2,4.14
703,CA-2016-163755,2016-11-04,2016-11-08,Second Class,AS-10285,FUR-FU-10003394,Alejandro Savely,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209.88,3.0,0.0,35.68
712,CA-2017-146136,2017-09-03,2017-09-07,Standard Class,AP-10915,OFF-EN-10001219,Arthur Prichep,Consumer,United States,Palm Coast,Florida,32137,South,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24.45,4.0,0.2,8.86
713,US-2017-100048,2017-05-19,2017-05-24,Standard Class,RS-19765,OFF-AP-10001154,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34,6.0,0.0,109.72
714,US-2017-100048,2017-05-19,2017-05-24,Standard Class,RS-19765,TEC-PH-10003012,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2.0,0.0,89.31
715,US-2017-100048,2017-05-19,2017-05-24,Standard Class,RS-19765,TEC-AC-10001606,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299.97,3.0,0.0,113.99
718,CA-2017-108910,2017-09-24,2017-09-29,Standard Class,KC-16540,FUR-FU-10002253,Kelly Collister,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.06,3.0,0.2,24.48
721,CA-2016-112942,2016-02-13,2016-02-18,Standard Class,RD-19810,OFF-PA-10004092,Ross DeVincentis,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3.0,0.0,73.41
722,CA-2016-142335,2016-12-15,2016-12-19,Standard Class,MP-17965,FUR-TA-10000198,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94,3.0,0.0,231.41
723,CA-2016-142335,2016-12-15,2016-12-19,Standard Class,MP-17965,OFF-ST-10000036,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3.0,0.0,80.02
725,CA-2016-114713,2016-07-07,2016-07-12,Standard Class,SC-20695,OFF-SU-10004664,Steve Chapman,Corporate,United States,Hialeah,Florida,33012,South,Office Supplies,Supplies,Acme Softgrip Scissors,45.58,7.0,0.2,5.13
726,CA-2017-144113,2017-09-16,2017-09-20,Standard Class,JF-15355,OFF-EN-10001141,Jay Fein,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.57,2.0,0.2,6.37
727,CA-2017-144113,2017-09-16,2017-09-20,Standard Class,JF-15355,TEC-PH-10002170,Jay Fein,Consumer,United States,Austin,Texas,78745,Central,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.99,1.0,0.2,5.60
728,US-2016-150861,2016-12-03,2016-12-06,First Class,EG-13900,OFF-PA-10001954,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Paper,Xerox 1964,182.72,8.0,0.0,84.05
729,US-2016-150861,2016-12-03,2016-12-06,First Class,EG-13900,FUR-TA-10002228,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",400.03,2.0,0.4,-153.35
730,US-2016-150861,2016-12-03,2016-12-06,First Class,EG-13900,OFF-ST-10004634,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,3.0,0.0,10.09
731,US-2016-150861,2016-12-03,2016-12-06,First Class,EG-13900,FUR-CH-10002965,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.65,3.0,0.1,102.50
732,US-2016-150861,2016-12-03,2016-12-06,First Class,EG-13900,OFF-LA-10001317,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Labels,Avery 520,6.30,2.0,0.0,3.02
733,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,OFF-ST-10000736,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3.0,0.0,9.72
734,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,TEC-AC-10003610,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3.0,0.0,86.39
735,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,OFF-BI-10003982,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.70,6.0,0.2,33.65
736,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,OFF-BI-10003291,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.94,4.0,0.2,9.43
737,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,FUR-BO-10001619,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,1.0,0.0,18.70
738,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,OFF-BI-10000138,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5.0,0.2,6.55
743,US-2016-146710,2016-08-27,2016-09-01,Standard Class,SS-20875,OFF-SU-10004498,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,5.0,0.2,-10.95
744,US-2016-146710,2016-08-27,2016-09-01,Standard Class,SS-20875,OFF-PA-10002615,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.53,1.0,0.2,1.15
745,US-2016-146710,2016-08-27,2016-09-01,Standard Class,SS-20875,OFF-PA-10004971,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,Xerox 196,4.62,1.0,0.2,1.68
746,US-2016-146710,2016-08-27,2016-09-01,Standard Class,SS-20875,OFF-SU-10004261,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",55.17,4.0,0.2,6.21
749,CA-2016-150889,2016-03-20,2016-03-22,Second Class,PB-19105,TEC-PH-10000004,Peter Bühler,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.99,1.0,0.2,0.90
750,CA-2017-126074,2017-10-02,2017-10-06,Standard Class,RF-19735,OFF-BI-10003638,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,GBC Durable Plastic Covers,58.05,3.0,0.0,26.70
751,CA-2017-126074,2017-10-02,2017-10-06,Standard Class,RF-19735,FUR-FU-10003577,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,Furniture,Furnishings,Nu-Dell Leatherette Frames,157.74,11.0,0.0,56.79
752,CA-2017-126074,2017-10-02,2017-10-06,Standard Class,RF-19735,OFF-AR-10003478,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",56.98,7.0,0.0,22.79
753,CA-2017-126074,2017-10-02,2017-10-06,Standard Class,RF-19735,OFF-BI-10000546,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,Avery Durable Binders,2.88,1.0,0.0,1.41
754,CA-2016-110499,2016-04-07,2016-04-09,First Class,YC-21895,TEC-CO-10002095,Yoseph Carroll,Corporate,United States,San Francisco,California,94110,West,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.98,3.0,0.2,374.99
756,CA-2016-140928,2016-09-18,2016-09-22,Standard Class,NB-18655,FUR-TA-10001095,Nona Balk,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,Chromcraft Round Conference Tables,383.44,4.0,0.5,-167.32
759,CA-2017-117240,2017-07-23,2017-07-28,Standard Class,CP-12340,OFF-BI-10000848,Christine Phan,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,Angle-D Ring Binders,13.13,3.0,0.2,4.27
760,CA-2017-133333,2017-09-18,2017-09-22,Standard Class,BF-11020,OFF-PA-10002377,Barry Französisch,Corporate,United States,Green Bay,Wisconsin,54302,Central,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4.0,0.0,10.22
762,CA-2017-126046,2017-11-03,2017-11-07,Standard Class,JC-16105,OFF-LA-10004484,Julie Creighton,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,Avery 476,12.39,3.0,0.0,5.70
770,CA-2016-157245,2016-05-19,2016-05-24,Standard Class,LE-16810,FUR-CH-10003746,Laurel Elliston,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2.0,0.0,179.75
771,CA-2017-104220,2017-01-30,2017-02-05,Standard Class,BV-11245,OFF-BI-10001036,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,18.28,2.0,0.0,9.14
772,CA-2017-104220,2017-01-30,2017-02-05,Standard Class,BV-11245,TEC-PH-10004614,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,Technology,Phones,AT&T 841000 Phone,207.00,3.0,0.0,51.75
773,CA-2017-104220,2017-01-30,2017-02-05,Standard Class,BV-11245,OFF-BI-10000301,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,GBC Instant Report Kit,32.35,5.0,0.0,16.18
774,CA-2017-104220,2017-01-30,2017-02-05,Standard Class,BV-11245,OFF-BI-10003910,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,7.71,1.0,0.0,3.47
775,CA-2017-104220,2017-01-30,2017-02-05,Standard Class,BV-11245,OFF-AR-10004648,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,40.30,2.0,0.0,10.88
776,CA-2017-104220,2017-01-30,2017-02-05,Standard Class,BV-11245,FUR-FU-10002597,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",34.58,7.0,0.0,14.52
787,CA-2017-129567,2017-03-17,2017-03-21,Second Class,CL-12565,OFF-BI-10000014,Clay Ludtke,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.46,2.0,0.2,5.89
793,CA-2016-105256,2016-05-20,2016-05-20,Same Day,JK-15730,TEC-PH-10001530,Joe Kamberova,Consumer,United States,Asheville,North Carolina,28806,South,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5.0,0.2,85.25
796,CA-2017-151428,2017-09-21,2017-09-26,Standard Class,RH-19495,OFF-BI-10000546,Rick Hansen,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,Avery Durable Binders,20.16,7.0,0.0,9.88
801,CA-2017-105809,2017-02-20,2017-02-23,First Class,HW-14935,FUR-FU-10004090,Helen Wasserman,Corporate,United States,San Diego,California,92105,West,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23,1.0,0.0,7.34
802,CA-2017-105809,2017-02-20,2017-02-23,First Class,HW-14935,TEC-PH-10001580,Helen Wasserman,Corporate,United States,San Diego,California,92105,West,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,215.97,2.0,0.2,18.90
803,CA-2016-136133,2016-08-18,2016-08-23,Second Class,HW-14935,OFF-AP-10000576,Helen Wasserman,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32,9.0,0.0,99.49
804,CA-2016-115504,2016-03-12,2016-03-17,Standard Class,MC-18130,OFF-PA-10003953,Mike Caudle,Corporate,United States,Monroe,Louisiana,71203,South,Office Supplies,Paper,Xerox 218,12.96,2.0,0.0,6.22
805,CA-2017-135783,2017-04-22,2017-04-24,First Class,GM-14440,FUR-FU-10000794,Gary McGarr,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2.0,0.0,6.22
814,CA-2017-143686,2017-05-14,2017-05-14,Same Day,PJ-19015,FUR-FU-10000794,Pauline Johnson,Consumer,United States,Santa Ana,California,92704,West,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2.0,0.0,6.22
815,CA-2017-143686,2017-05-14,2017-05-14,Same Day,PJ-19015,TEC-AC-10001838,Pauline Johnson,Consumer,United States,Santa Ana,California,92704,West,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7.0,0.0,601.97
817,CA-2016-149370,2016-09-15,2016-09-19,Standard Class,DB-13210,OFF-PA-10003651,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,Xerox 1968,5.34,1.0,0.2,1.87
823,CA-2017-101434,2017-06-20,2017-06-27,Standard Class,TR-21325,TEC-AC-10002402,Toby Ritter,Consumer,United States,Belleville,New Jersey,7109,East,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3.0,0.0,71.99
824,CA-2017-101434,2017-06-20,2017-06-27,Standard Class,TR-21325,OFF-LA-10003223,Toby Ritter,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Labels,Avery 508,9.82,2.0,0.0,4.81
827,CA-2017-126956,2017-08-21,2017-08-28,Standard Class,GT-14710,OFF-FA-10002280,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.00,7.0,0.0,16.80
828,CA-2017-126956,2017-08-21,2017-08-28,Standard Class,GT-14710,OFF-SU-10000381,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24,4.0,0.0,10.80
829,CA-2017-126956,2017-08-21,2017-08-28,Standard Class,GT-14710,OFF-EN-10004459,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2.0,0.0,7.49
830,CA-2017-129462,2017-06-16,2017-06-21,Second Class,JE-15745,FUR-CH-10000665,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301.96,2.0,0.0,90.59
831,CA-2017-129462,2017-06-16,2017-06-21,Second Class,JE-15745,OFF-AP-10003884,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,3.0,0.0,50.58
832,CA-2017-129462,2017-06-16,2017-06-21,Second Class,JE-15745,TEC-PH-10001557,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,Pyle PMP37LED,191.98,2.0,0.0,51.83
833,CA-2017-129462,2017-06-16,2017-06-21,Second Class,JE-15745,TEC-PH-10002085,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,Clarity 53712,65.99,1.0,0.0,17.16
834,CA-2016-165316,2016-07-23,2016-07-27,Standard Class,JB-15400,OFF-AR-10002956,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.22,2.0,0.2,2.64
835,CA-2016-165316,2016-07-23,2016-07-27,Standard Class,JB-15400,OFF-AP-10003266,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.70,2.0,0.2,6.52
836,CA-2016-165316,2016-07-23,2016-07-27,Standard Class,JB-15400,TEC-MA-10004002,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.48,1.0,0.5,-111.50
838,US-2017-156083,2017-11-04,2017-11-11,Standard Class,JL-15175,OFF-PA-10001560,James Lanier,Home Office,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.66,2.0,0.2,3.26
839,US-2016-137547,2016-03-07,2016-03-12,Standard Class,EB-13705,TEC-PH-10002365,Ed Braxton,Corporate,United States,Fort Worth,Texas,76106,Central,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.07,3.0,0.2,1.58
843,CA-2016-161669,2016-11-07,2016-11-09,First Class,EM-14095,OFF-BI-10001294,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,Fellowes Binding Cases,37.44,4.0,0.2,11.70
844,CA-2016-161669,2016-11-07,2016-11-09,First Class,EM-14095,OFF-BI-10001636,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.98,4.0,0.2,8.77
845,CA-2016-161669,2016-11-07,2016-11-09,First Class,EM-14095,OFF-SU-10002503,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2.0,0.0,3.29
846,CA-2016-161669,2016-11-07,2016-11-09,First Class,EM-14095,OFF-LA-10004093,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Labels,Avery 486,14.62,2.0,0.0,6.87
849,CA-2017-107503,2017-01-01,2017-01-06,Standard Class,GA-14725,FUR-FU-10003878,Guy Armstrong,Consumer,United States,Lorain,Ohio,44052,East,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.90,4.0,0.2,8.56
851,CA-2016-152534,2016-06-20,2016-06-25,Second Class,DP-13105,OFF-AR-10002335,Dave Poirier,Corporate,United States,Salinas,California,93905,West,Office Supplies,Art,DIXON Oriole Pencils,5.16,2.0,0.0,1.34
852,CA-2016-152534,2016-06-20,2016-06-25,Second Class,DP-13105,OFF-PA-10001870,Dave Poirier,Corporate,United States,Salinas,California,93905,West,Office Supplies,Paper,Xerox 202,38.88,6.0,0.0,18.66
853,CA-2016-113747,2016-05-28,2016-06-04,Standard Class,VD-21670,OFF-AR-10003373,Valerie Dominguez,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185.88,6.0,0.0,50.19
854,CA-2016-123274,2016-02-19,2016-02-24,Standard Class,GT-14710,FUR-FU-10004090,Greg Tran,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2.0,0.0,14.67
855,CA-2016-123274,2016-02-19,2016-02-24,Standard Class,GT-14710,OFF-ST-10000736,Greg Tran,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3.0,0.0,9.72
859,CA-2017-161984,2017-04-10,2017-04-15,Standard Class,SJ-20125,OFF-PA-10004569,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1.0,0.0,3.58
860,CA-2017-161984,2017-04-10,2017-04-15,Standard Class,SJ-20125,OFF-FA-10000624,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,Office Supplies,Fasteners,OIC Binder Clips,7.16,2.0,0.0,3.58
863,CA-2016-134474,2016-01-05,2016-01-07,Second Class,AJ-10795,TEC-AC-10001714,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.47,6.0,0.2,40.69
864,CA-2016-134474,2016-01-05,2016-01-07,Second Class,AJ-10795,OFF-AR-10003958,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,Newell 337,5.25,2.0,0.2,0.59
865,CA-2016-134474,2016-01-05,2016-01-07,Second Class,AJ-10795,TEC-PH-10002923,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59.18,2.0,0.2,5.18
868,CA-2016-134362,2016-09-29,2016-10-02,First Class,LS-16945,OFF-LA-10004853,Linda Southworth,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,Avery 483,15.94,4.0,0.2,5.18
870,CA-2016-158099,2016-09-03,2016-09-05,First Class,PK-18910,OFF-BI-10000545,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5.0,0.7,-760.98
871,CA-2016-158099,2016-09-03,2016-09-05,First Class,PK-18910,TEC-PH-10002496,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,Cisco SPA301,280.78,3.0,0.4,-46.80
875,CA-2017-114636,2017-08-25,2017-08-29,Standard Class,GA-14725,OFF-PA-10001790,Guy Armstrong,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,Xerox 1910,192.16,5.0,0.2,67.26
